"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
"2985",6.9,0.3,0.3,10.55,0.037,4,28,0.99184,3.07,0.32,12.7,6
"1025",6.8,0.34,0.74,2.8,0.088,23,185,0.9928,3.51,0.7,12,6
"4862",5.5,0.31,0.29,3,0.027,16,102,0.99067,3.23,0.56,11.2,6
"3130",6.1,0.21,0.38,1.5,0.039,37,122,0.98972,3.2,0.43,12,6
"359",10,0.2,0.39,1.4,0.05,19,152,0.994,3,0.42,10.4,6
"514",7.4,0.36,0.33,1.4,0.025,27,55,0.9915,3.21,0.33,11.2,6
"2783",7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,6
"3282",6.5,0.32,0.3,2.3,0.051,20,127,0.98964,3.13,0.52,12.8,6
"3045",6,0.27,0.3,14.7,0.044,15,144,0.99666,3.12,0.53,10.3,6
"1964",7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7,6
"1280",6.6,0.27,0.3,1.9,0.025,14,153,0.9928,3.29,0.62,10.5,6
"4633",6.3,0.3,0.91,8.2,0.034,50,199,0.99394,3.39,0.49,11.7,6
"2394",6.4,0.17,0.34,1.5,0.093,43,136,0.9938,3.25,0.49,9.6,6
"3412",6,0.14,0.17,5.6,0.036,37,127,0.99373,3.05,0.57,9.8,6
"4426",6.1,0.22,0.5,6.6,0.045,30,122,0.99415,3.22,0.49,9.9,6
"4558",6.1,0.37,0.46,12,0.042,61,210,0.997,3.17,0.59,9.7,6
"2709",6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,6
"4783",6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6
"1026",6.2,0.15,0.46,1.6,0.039,38,123,0.993,3.38,0.51,9.7,6
"1067",6.4,0.3,0.51,5.5,0.048,62,172,0.9942,3.08,0.45,9.1,6
"4013",6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6
"2454",6.3,0.2,0.26,1.6,0.027,36,141,0.99268,3.53,0.56,10.8,6
"1226",6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,6
"1735",6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,6
"3170",5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9,6
"3044",7.2,0.21,1,1.1,0.154,46,114,0.9931,2.95,0.43,9.2,6
"657",9,0.27,0.35,4.9,0.028,27,95,0.9932,3.04,0.4,11.3,6
"2180",7.7,0.24,0.31,1.3,0.047,33,106,0.993,3.22,0.55,10.8,6
"1158",7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6
"4776",5,0.27,0.4,1.2,0.076,42,124,0.99204,3.32,0.47,10.1,6
"3436",6.5,0.24,0.28,1.1,0.034,26,83,0.98928,3.25,0.33,12.3,6
"1322",7.3,0.43,0.37,4.6,0.028,17,114,0.991,3.23,0.43,13.2,6
"2324",7.6,0.2,0.34,1.8,0.041,42,148,0.99335,3.35,0.66,11.1,6
"2352",7.9,0.25,0.34,11.4,0.04,53,202,0.99708,3.11,0.57,9.6,6
"3368",6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,6
"3010",6.5,0.2,0.5,18.1,0.054,50,221,0.99941,2.94,0.64,8.8,6
"1361",6.2,0.12,0.26,5.7,0.044,56,158,0.9951,3.52,0.37,10.5,6
"4769",6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6
"1700",6.3,0.26,0.29,2.2,0.043,35,175,0.9918,3.38,0.43,11.6,6
"809",6,0.39,0.17,12,0.046,65,246,0.9976,3.15,0.38,9,6
"2517",7.1,0.32,0.29,4,0.038,33,170,0.99463,3.27,0.64,10.2,6
"493",7.8,0.19,0.26,8.9,0.039,42,182,0.996,3.18,0.46,9.9,6
"2570",6.6,0.24,0.24,8.6,0.034,25,135,0.99582,3.33,0.59,10.3,6
"3181",6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,6
"4810",6,0.26,0.24,1.3,0.053,66,150,0.9924,3.21,0.62,10.4,6
"4723",6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,6
"3600",6.6,0.39,0.38,9.7,0.053,49,226,0.99787,3.3,0.57,9.4,6
"4195",6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,6
"1263",7.3,0.18,0.65,1.4,0.046,28,157,0.9946,3.33,0.62,9.4,6
"4015",6.5,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,6
"1371",7.6,0.28,0.39,1.9,0.052,23,116,0.9941,3.25,0.4,10.4,6
"3224",8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,6
"3972",6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6
"2000",7.3,0.18,0.31,17.3,0.055,32,197,1.0002,3.13,0.46,9,6
"2725",7.5,0.18,0.31,6.5,0.029,53,160,0.99276,3.03,0.38,10.9,6
"3153",7.6,0.25,1.23,4.6,0.035,51,294,0.99018,3.03,0.43,13.1,6
"4761",6.6,0.17,0.26,7.4,0.052,45,128,0.99388,3.16,0.37,10,6
"3939",8.2,0.18,0.38,1.1,0.04,41,92,0.99062,2.88,0.6,12,6
"4418",6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6
"1464",8.3,0.19,0.49,1.2,0.051,11,137,0.9918,3.06,0.46,11,6
"3032",5.8,0.19,0.25,10.8,0.042,33,124,0.99646,3.22,0.41,9.2,6
"4679",6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9,6
"314",5.7,0.36,0.21,6.7,0.038,51,166,0.9941,3.29,0.63,10,6
"1102",6.3,0.17,0.42,2.8,0.028,45,107,0.9908,3.27,0.43,11.8,6
"4083",5.9,0.23,0.28,8.6,0.046,37,142,0.99432,3.23,0.53,10.6,6
"2479",6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,6
"3537",7.2,0.24,0.28,1.9,0.032,30,92,0.9914,3.1,0.39,10.9,6
"4828",6.7,0.22,0.33,1.2,0.036,36,86,0.99058,3.1,0.76,11.4,6
"2272",6.7,0.25,0.26,13.5,0.06,50,156,0.99784,3.39,0.46,9.9,6
"2546",7.2,0.22,0.24,1.4,0.041,17,159,0.99196,3.25,0.53,11.2,6
"1446",8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,6
"3406",5.8,0.15,0.32,1.2,0.037,14,119,0.99137,3.19,0.5,10.2,6
"4886",6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.55,6
"4790",5.5,0.62,0.33,1.7,0.037,24,118,0.98758,3.15,0.39,13.55,6
"2030",7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,6
"2224",6.9,0.23,0.33,12.8,0.056,44,169,0.998,3.42,0.42,9.8,6
"2022",6.3,0.21,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1,6
"3551",7.2,0.14,0.32,1.1,0.022,48,116,0.99218,3.04,0.67,10,6
"2375",7.2,0.2,0.3,2,0.039,43,188,0.9911,3.3,0.41,12,6
"1860",8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,6
"708",7.2,0.18,0.45,4.4,0.046,57,166,0.9943,3.13,0.62,11.2,6
"2838",7.3,0.26,0.3,9.3,0.05,35,154,0.99581,3.21,0.5,10.4,6
"3681",6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6
"4464",6.7,0.32,0.32,1.7,0.031,31,114,0.98946,3.12,0.35,12.5,6
"97",6,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8,6
"2650",7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,6
"1652",6.4,0.42,0.74,12.8,0.076,48,209,0.9978,3.12,0.58,9,6
"1546",7.9,0.12,0.49,5.2,0.049,33,152,0.9952,3.18,0.47,10.6,6
"1518",8.2,0.24,0.49,9.3,0.038,52,163,0.9952,3.02,0.33,10.6,6
"4525",6.6,0.16,0.25,9.8,0.049,59.5,137,0.995,3.16,0.38,10,6
"4536",7.3,0.26,0.53,12.7,0.047,60.5,156,0.9984,3.06,0.45,9.1,6
"44",6.6,0.24,0.27,1.4,0.057,33,152,0.9934,3.22,0.56,9.5,6
"137",8.2,0.23,0.4,1.2,0.027,36,121,0.992,3.12,0.38,10.7,6
"2146",7.2,0.2,0.31,10,0.054,49,165,0.997,3.4,0.42,9.9,6
"2108",8.1,0.24,0.33,10.2,0.048,46,141,0.9972,3.16,0.48,10.3,6
"4488",6.4,0.13,0.28,0.9,0.045,32,87,0.99175,3.47,0.52,11.2,6
"3574",7.8,0.31,0.4,1.6,0.027,20,87,0.9911,3.15,0.48,11.9,6
"513",7.3,0.26,0.36,5.2,0.04,31,141,0.9931,3.16,0.59,11,6
"1919",6.6,0.35,0.29,14.4,0.044,54,177,0.9991,3.17,0.58,8.9,6
"2691",6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3,6
"2089",8.7,0.15,0.3,1.6,0.046,29,130,0.9942,3.22,0.38,9.8,6
"4708",5.6,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8,6
"360",6.9,0.24,0.34,4.7,0.04,43,161,0.9935,3.2,0.59,10.6,6
"577",8.2,0.23,0.29,1.8,0.047,47,187,0.9933,3.13,0.5,10.2,6
"4703",6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,6
"4548",5.9,0.29,0.32,1.4,0.022,17,47,0.9899,3.35,0.35,11.5,6
"1536",8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,6
"965",5.9,0.26,0.21,12.5,0.034,36,152,0.9972,3.28,0.43,9.5,6
"3561",6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6
"4109",6.7,0.28,0.42,3.5,0.035,43,105,0.99021,3.18,0.38,12.2,6
"942",6.3,0.27,0.46,11.75,0.037,61,212,0.9971,3.25,0.53,9.5,6
"54",6.4,0.18,0.35,1,0.045,39,108,0.9911,3.31,0.35,10.9,6
"1971",8.3,0.49,0.43,2.5,0.036,32,116,0.9944,3.23,0.47,10.7,6
"2384",6.7,0.26,0.29,5.8,0.025,26,74,0.9929,3.28,0.53,11,6
"2782",7.8,0.965,0.6,65.8,0.074,8,160,1.03898,3.39,0.69,11.7,6
"2003",7.6,0.17,0.35,1.6,0.047,43,154,0.9934,3.36,0.69,11.1,6
"2135",6.8,0.26,0.32,7,0.041,38,118,0.9939,3.25,0.52,10.8,6
"3414",6.7,0.21,0.48,14.8,0.05,31,195,0.99942,2.95,0.75,8.8,6
"2908",5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6
"2029",8.9,0.21,0.34,7.1,0.037,33,150,0.9962,3.1,0.45,9.7,6
"1593",6.8,0.21,0.74,1.2,0.047,25,111,0.9916,3.13,0.41,10.7,6
"3295",7.3,0.25,0.28,1.5,0.043,19,113,0.99338,3.38,0.56,10.1,6
"1165",8.2,0.23,0.49,0.9,0.057,15,73,0.9928,3.07,0.38,10.4,6
"4486",6.7,0.31,0.33,2,0.033,12,74,0.99064,3.29,0.65,12.5,6
"3858",5.4,0.17,0.27,2.7,0.049,28,104,0.99224,3.46,0.55,10.3,6
"2477",6.8,0.29,0.49,1.4,0.142,52,148,0.9937,3.08,0.49,9,6
"3567",7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,6
"4034",7.5,0.26,0.38,5.7,0.021,23,125,0.99338,3.13,0.62,11.1,6
"1390",8.1,0.19,0.4,0.9,0.037,73,180,0.9926,3.06,0.34,10,6
"1868",6.9,0.37,0.28,13.8,0.031,34,137,0.9948,3.1,0.37,11.6,6
"3547",6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6
"4502",6.6,0.54,0.21,16.3,0.055,41,182,0.9986,3.35,0.54,10.4,6
"3769",6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6
"3761",7.8,0.2,0.32,5,0.016,31,101,0.99186,2.99,0.39,11,6
"3428",5.8,0.24,0.26,10.05,0.039,63,162,0.99375,3.33,0.5,11.2,6
"4193",6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,6
"1377",6.9,0.27,0.41,1.7,0.047,6,134,0.9929,3.15,0.69,11.4,6
"2355",6.5,0.21,0.28,1.4,0.046,26,66,0.99199,3.43,0.48,11.1,6
"3155",7.2,0.4,0.38,2.2,0.03,40,109,0.99075,3.27,0.46,12.6,6
"3914",7.2,0.25,0.32,1.5,0.054,24,105,0.99154,3.17,0.48,11.1,6
"1764",7.3,0.21,0.3,10.9,0.037,18,112,0.997,3.4,0.5,9.6,6
"4137",5.9,0.65,0.23,5,0.035,20,128,0.99016,3.46,0.48,12.8,6
"4423",6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6
"329",6.5,0.28,0.35,15.4,0.042,55,195,0.9978,3.23,0.5,9.6,6
"4542",6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,6
"2331",7.5,0.38,0.29,12.7,0.05,25,209,0.9986,3.25,0.59,9.3,6
"4476",5.7,0.22,0.33,1.9,0.036,37,110,0.98945,3.26,0.58,12.4,6
"4281",5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6
"1264",9.6,0.29,0.46,1.45,0.039,77.5,223,0.9944,2.92,0.46,9.5,6
"4206",6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6
"3025",7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6
"2538",5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,6
"422",7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6
"3015",7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,6
"1508",7.8,0.26,0.74,7.5,0.044,59,160,0.996,3.22,0.64,10,6
"3171",7.6,0.17,0.46,0.9,0.036,63,147,0.99126,3.02,0.41,10.7,6
"3129",5,0.24,0.21,2.2,0.039,31,100,0.99098,3.69,0.62,11.7,6
"3598",6.6,0.19,0.28,11.8,0.042,54,137,0.99492,3.18,0.37,10.8,6
"4280",6.2,0.24,0.27,16.8,0.04,48,129,0.99691,3.23,0.38,10.5,6
"355",5.8,0.4,0.42,4.4,0.047,38.5,245,0.9937,3.25,0.57,9.6,6
"4726",6.9,0.31,0.33,12.7,0.038,33,116,0.9954,3.04,0.65,10.4,6
"317",6.8,0.25,0.34,4.7,0.031,34,134,0.9927,3.21,0.38,10.6,6
"3736",6.1,0.22,0.46,1.8,0.16,34,74,0.9884,3.19,0.33,13.4,6
"1999",8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6
"689",7.2,0.28,0.3,10.7,0.044,61,222,0.9972,3.14,0.5,9.1,6
"4387",6,0.27,0.31,5,0.043,54,170,0.9924,3.28,0.52,11,6
"3553",5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6
"2056",7.3,0.29,0.29,4.6,0.029,27,155,0.9931,3.07,0.26,10.6,6
"2837",6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,6
"960",7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6
"4559",5.9,0.21,0.23,7.9,0.033,22,130,0.9944,3.38,0.59,10.9,6
"3869",6,0.22,0.25,11.1,0.056,112,177,0.9961,3.08,0.36,9.4,6
"3160",6.9,0.19,0.32,7.9,0.042,30,130,0.99456,3.4,0.39,10.5,6
"4189",5.3,0.33,0.3,1.2,0.048,25,119,0.99045,3.32,0.62,11.3,6
"2278",7.4,0.14,0.3,1.3,0.033,25,91,0.99268,3.53,0.39,10.6,6
"2513",5.6,0.175,0.29,0.8,0.043,20,67,0.99112,3.28,0.48,9.9,6
"3280",7.4,0.16,0.32,1.4,0.065,23,140,0.99134,3.06,0.47,11.4,6
"2747",7,0.34,0.3,1.8,0.045,44,142,0.9914,2.99,0.45,10.8,6
"261",6.9,0.115,0.35,5.4,0.048,36,108,0.9939,3.32,0.42,10.2,6
"2683",7.6,0.32,0.25,9.5,0.03,15,136,0.99367,3.1,0.44,12.1,6
"229",6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,6
"4183",7.5,0.38,0.56,9.7,0.055,15,170,0.99605,3.13,0.65,9.9,6
"1483",6.7,0.16,0.49,2.4,0.046,57,187,0.9952,3.62,0.81,10.4,6
"34",6.2,0.12,0.34,1.5,0.045,43,117,0.9939,3.42,0.51,9,6
"3718",6.3,0.18,0.24,3.4,0.053,20,119,0.99373,3.11,0.52,9.2,6
"3389",8.8,0.39,0.35,1.8,0.096,22,80,0.99016,2.95,0.54,12.6,6
"1679",6.2,0.3,0.2,6.6,0.045,42,170,0.9944,3.36,0.45,10.4,6
"1774",7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,6
"4242",6.4,0.27,0.29,3.9,0.034,62,140,0.99237,3.1,0.59,11.1,6
"534",7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6
"4757",6,0.38,0.26,3.5,0.035,38,111,0.98872,3.18,0.47,13.6,7
"2859",6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,7
"3411",8.9,0.3,0.35,4.6,0.032,32,148,0.99458,3.15,0.45,11.5,7
"1398",7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7
"2721",7.5,0.26,0.3,4.6,0.027,29,92,0.99085,3.15,0.38,12,7
"2300",7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,7
"3382",6.9,0.19,0.35,6.9,0.045,51,125,0.9933,3.1,0.44,10.7,7
"841",7.6,0.33,0.35,6.3,0.036,12,126,0.9924,3.16,0.39,12,7
"3313",5.9,0.24,0.28,1.3,0.032,36,95,0.98889,3.08,0.64,12.9,7
"739",7.1,0.21,0.31,3.8,0.021,40,142,0.99215,3.17,0.39,10.8,7
"3697",6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7
"3100",6.7,0.34,0.4,2.1,0.033,34,111,0.98924,2.97,0.48,12.2,7
"1553",7.3,0.21,0.49,1.8,0.038,44,152,0.9912,3.32,0.44,12.6,7
"651",7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7
"2773",6.2,0.29,0.32,3.6,0.026,39,138,0.9892,3.31,0.37,13.1,7
"4764",5.3,0.4,0.25,3.9,0.031,45,130,0.99072,3.31,0.58,11.75,7
"4315",6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,7
"895",5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,7
"4797",6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,7
"3090",6.2,0.36,0.38,3.2,0.031,20,89,0.98956,3.06,0.33,12,7
"920",8.6,0.18,0.4,1.1,0.04,20,107,0.9923,2.94,0.32,10.2,7
"1554",6.9,0.3,0.49,7.6,0.057,25,156,0.9962,3.43,0.63,11,7
"2297",6.9,0.28,0.31,7.2,0.04,47,168,0.9946,3.29,0.57,10.6,7
"3604",7,0.32,0.27,7.1,0.027,37,122,0.99165,3.15,0.6,12.6,7
"3591",6.6,0.19,0.35,1.5,0.037,37,107,0.99006,3.18,0.68,12,7
"859",6.7,0.22,0.39,10.2,0.038,60,149,0.99725,3.17,0.54,10,7
"3245",6.7,0.21,0.36,8.55,0.02,20,86,0.99146,3.19,0.22,13.4,7
"3619",7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10,7
"1194",7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,7
"4320",6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.8933333333333,7
"1127",6.5,0.115,0.29,1.95,0.038,73,166,0.989,3.12,0.25,12.9,7
"901",6.6,0.2,0.38,7.9,0.052,30,145,0.9947,3.32,0.56,11,7
"679",5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7
"4630",5.6,0.24,0.34,2,0.041,14,73,0.98981,3.04,0.45,11.6,7
"4656",6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,10.9666666666667,7
"600",6.9,0.19,0.4,1.4,0.036,14,55,0.9909,3.08,0.68,11.5,7
"4162",7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7
"842",8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,7
"3907",6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7
"347",5.6,0.34,0.1,1.3,0.031,20,68,0.9906,3.36,0.51,11.2,7
"1106",5.5,0.32,0.45,4.9,0.028,25,191,0.9922,3.51,0.49,11.5,7
"2589",6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7
"421",7,0.22,0.31,2.7,0.03,41,136,0.9898,3.16,0.37,12.7,7
"3638",8.7,0.3,0.34,4.8,0.018,23,127,0.99474,3.12,0.49,11.2,7
"4318",6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3,0.47,12.2,7
"2172",7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7
"3621",6.3,0.2,0.26,4.7,0.04,108,168,0.99278,3.07,0.75,10.7,7
"98",8.6,0.265,0.36,1.2,0.034,15,80,0.9913,2.95,0.36,11.4,7
"4696",6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9,7
"1366",6.7,0.13,0.28,1.2,0.046,35,140,0.9927,3.33,0.33,10.1,7
"3390",6.6,0.24,0.3,11.3,0.026,11,77,0.99381,3.13,0.55,12.8,7
"4316",6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.8933333333333,7
"1555",7.9,0.42,0.49,8.2,0.056,32,164,0.9965,3.29,0.6,11.2,7
"4047",7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,7
"4268",6,0.29,0.27,2.3,0.044,20,117,0.9895,3.31,0.41,12.7,7
"128",6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,7
"1109",6.1,0.29,0.27,1.7,0.024,13,76,0.9893,3.21,0.51,12.6,7
"2320",6.6,0.4,0.32,1.7,0.035,39,84,0.99096,3.59,0.48,12.7,7
"3505",6.5,0.16,0.34,1.4,0.029,29,133,0.99108,3.33,0.64,11.5,7
"3677",5.3,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,7
"1277",8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7
"4130",6.3,0.34,0.31,6,0.02,18,68,0.98981,3.22,0.29,13.4,7
"3954",8.4,0.22,0.3,1.3,0.038,45,122,0.99178,3.13,0.54,10.8,7
"2647",5.7,0.18,0.36,1.2,0.046,9,71,0.99199,3.7,0.68,10.9,7
"1298",7.3,0.42,0.38,6.8,0.045,29,122,0.9925,3.19,0.37,12.6,7
"561",6.7,0.21,0.42,9.1,0.049,31,150,0.9953,3.12,0.74,9.9,7
"385",6,0.36,0.39,3.2,0.027,20,125,0.991,3.38,0.39,11.3,7
"4646",5,0.24,0.34,1.1,0.034,49,158,0.98774,3.32,0.32,13.1,7
"4654",6.3,0.36,0.28,2.5,0.035,18,73,0.98868,3.1,0.47,12.8,7
"881",7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,7
"158",6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,7
"3645",6.4,0.24,0.23,2,0.046,30,133,0.9908,3.12,0.54,11.4,7
"3156",6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7
"2653",7.3,0.22,0.31,2.3,0.018,45,80,0.98936,3.06,0.34,12.9,7
"1222",5.9,0.4,0.32,6,0.034,50,127,0.992,3.51,0.58,12.5,7
"4227",5.6,0.255,0.57,10.7,0.056,66,171,0.99464,3.25,0.61,10.4,7
"3036",6,0.24,0.33,2.5,0.026,31,85,0.99014,3.13,0.5,11.3,7
"655",6.5,0.21,0.37,2.5,0.048,70,138,0.9917,3.33,0.75,11.4,7
"2875",5.4,0.23,0.36,1.5,0.03,74,121,0.98976,3.24,0.99,12.1,7
"1785",6.7,0.24,0.29,6.8,0.038,54,127,0.9932,3.33,0.46,11.6,7
"132",6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,7
"3374",6.9,0.28,0.24,2.1,0.034,49,121,0.98882,2.98,0.43,13.2,7
"247",6.8,0.21,0.27,2.1,0.03,26,139,0.99,3.16,0.61,12.6,7
"2857",5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,7
"4830",6,0.32,0.33,9.9,0.032,22,90,0.99258,3.1,0.43,12.1,7
"53",6.2,0.16,0.33,1.1,0.057,21,82,0.991,3.32,0.46,10.9,7
"433",7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7
"52",6.6,0.25,0.29,1.1,0.068,39,124,0.9914,3.34,0.58,11,7
"760",7.1,0.13,0.4,1.2,0.047,54,134,0.9932,3.3,0.97,9.8,7
"78",7,0.32,0.34,1.3,0.042,20,69,0.9912,3.31,0.65,12,7
"4579",4.8,0.13,0.32,1.2,0.042,40,98,0.9898,3.42,0.64,11.8,7
"3142",5.9,0.33,0.32,8.1,0.038,9,34,0.9911,3.22,0.36,12.7,7
"3087",5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,7
"2810",5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,7
"1061",8,0.26,0.36,2,0.054,30,121,0.992,3.09,0.72,11.6,7
"4711",5.4,0.33,0.31,4,0.03,27,108,0.99031,3.3,0.43,12.2,7
"969",6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,7
"579",6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,7
"4150",5.8,0.24,0.28,1.4,0.038,40,76,0.98711,3.1,0.29,13.9,7
"553",7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,7
"2211",7.4,0.24,0.26,1.6,0.058,53,150,0.9936,3.18,0.5,9.9,7
"3119",5.9,0.28,0.39,1.4,0.031,47,147,0.98836,3.08,0.64,12.9,7
"1834",7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,7
"341",7.4,0.2,0.43,7.8,0.045,27,153,0.9964,3.19,0.55,9,7
"4643",5.7,0.24,0.3,1.3,0.03,25,98,0.98968,3.37,0.43,12.4,7
"4632",6.6,0.21,0.39,2.3,0.041,31,102,0.99221,3.22,0.58,10.9,7
"3910",6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7
"2868",6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7,7
"4871",6.1,0.32,0.28,6.6,0.021,29,132,0.99188,3.15,0.36,11.45,7
"2616",6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7
"3480",5.9,0.32,0.28,4.7,0.039,34,94,0.98964,3.22,0.57,13.1,7
